SA,NO3,PO4,depth,lat,lon
33.8356870734484,6.9,0.76,68,29.608333,-116.325
33.8448483904783,8.8,0.93,75,29.608333,-116.325
NaN,12.1,1.2,93,29.608333,-116.325
33.878573957241,12.5,1.16,100,29.608333,-116.325
NaN,12.8,1.08,111,29.608333,-116.325
33.9173962844409,13.4,1.13,125,29.608333,-116.325
NaN,13.7,1.2,132,29.608333,-116.325
33.9582658774568,18.8,1.46,150,29.608333,-116.325
NaN,19.1,1.48,151,29.608333,-116.325
NaN,11.4,0.88,180,29.608333,-116.325
34.0478968958203,22.1,1.89,200,29.608333,-116.325
NaN,8.4,0.56,213,29.608333,-116.325
NaN,24.7,2.06,242,29.608333,-116.325
34.1435037633562,24.9,2.09,250,29.608333,-116.325
NaN,26.2,2.24,290,29.608333,-116.325
34.2400765199233,27.2,2.29,300,29.608333,-116.325
NaN,31.5,2.54,344,29.608333,-116.325
34.4210490348144,32,2.89,400,29.608333,-116.325
34.464738423595,32.2,3.04,427,29.608333,-116.325
34.487091249472,35,3.1,500,29.608333,-116.325
34.4912929350846,21.1,1.88,512,29.608333,-116.325
NaN,38.7,3.18,596,29.608333,-116.325
33.8552300747371,NaN,0.24,0,28.941666,-117.65
33.8552307942745,NaN,0.24,1,28.941666,-117.65
33.8522230930044,NaN,0.2,10,28.941666,-117.65
33.8512208190409,NaN,0.2,11,28.941666,-117.65
33.8472239789703,NaN,0.22,20,28.941666,-117.65
33.8432348427473,NaN,0.24,30,28.941666,-117.65
NaN,NaN,0.24,31,28.941666,-117.65
33.8393046575556,NaN,0.12,41,28.941666,-117.65
NaN,NaN,0.22,50,28.941666,-117.65
NaN,0.4,0.28,65,28.941666,-117.65
33.8358056819874,0.8,0.31,75,28.941666,-117.65
NaN,1.1,0.32,81,28.941666,-117.65
NaN,7.5,0.7,100,28.941666,-117.65
NaN,15,1.2,124,28.941666,-117.65
33.8490711586161,15.2,1.21,125,28.941666,-117.65
NaN,17.6,1.4,145,28.941666,-117.65
33.8638145520786,18.3,1.45,150,28.941666,-117.65
NaN,21.6,1.7,175,28.941666,-117.65
33.906214878871,23.6,1.84,200,28.941666,-117.65
NaN,24,1.86,205,28.941666,-117.65
NaN,27.1,2.08,235,28.941666,-117.65
33.9666464832823,27,2.05,250,28.941666,-117.65
NaN,26.8,2,275,28.941666,-117.65
34.0451252434033,28.6,2.19,300,28.941666,-117.65
NaN,31.9,2.54,335,28.941666,-117.65
34.2512099852426,35.6,2.85,400,28.941666,-117.65
NaN,36,2.88,409,28.941666,-117.65
34.4697325349876,37.6,3.08,484,28.941666,-117.65
34.4840762043387,37.6,3.08,500,28.941666,-117.65
34.539188883312,37.6,3.08,560,28.941666,-117.65
33.8492017218035,NaN,0.24,0,28.275,-118.958333
33.8492024412129,NaN,0.24,1,28.275,-118.958333
33.851218367302,NaN,0.22,10,28.275,-118.958333
33.8512208190409,NaN,0.22,11,28.275,-118.958333
33.8492334318306,NaN,0.23,20,28.275,-118.958333
33.8452442973751,NaN,0.24,30,28.275,-118.958333
NaN,NaN,0.24,31,28.275,-118.958333
33.8403093875039,NaN,0.18,41,28.275,-118.958333
NaN,NaN,0.22,50,28.275,-118.958333
NaN,0.6,0.28,65,28.275,-118.958333
33.8589148259085,1.5,0.36,75,28.275,-118.958333
NaN,2.3,0.42,80,28.275,-118.958333
NaN,8.1,0.72,100,28.275,-118.958333
NaN,17.5,1.42,125,28.275,-118.958333
NaN,21.8,1.82,145,28.275,-118.958333
33.9220930294396,22.5,1.89,150,28.275,-118.958333
NaN,24.7,2.1,175,28.275,-118.958333
33.9795679798448,25.9,2.2,200,28.275,-118.958333
NaN,26.1,2.22,205,28.275,-118.958333
NaN,27.4,2.46,234,28.275,-118.958333
34.0500507687717,27.6,2.47,250,28.275,-118.958333
